seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	93963478	93963549	72	*	X18324	8835	93963598	93970521	6924	+	48	upstream	48	SOCS2
chr12	94541252	94541355	104	*	X18350	10154	94542499	94701451	158953	+	1143	upstream	1143	PLXNC1
chr12	95467436	95467515	80	*	X18381	7181	95414005	95467404	53400	-	31	upstream	31	NR2C1
chr12	95612707	95612812	106	*	X18384	55785	95470525	95611240	140716	-	1466	upstream	1466	FGD6
chr12	96336137	96336154	18	*	X18399	144193	96337071	96362370	25300	+	916	upstream	916	AMDHD1
chr12	96336137	96336154	18	*	X18399	120935	96260826	96336428	75603	-	0	inside	273	CCDC38
chr12	97956251	97956370	120	*	X18438	406926	97957590	97957689	100	+	1219	upstream	1219	MIR135A2
chr12	100566922	100567011	90	*	X18473	55592	100550175	100567121	16947	-	0	inside	109	GOLGA2P5
chr12	100662455	100662574	120	*	X18475	120863	100631746	100660857	29112	-	1597	upstream	1597	DEPDC4
chr12	100750709	100750813	105	*	X18476	246213	100750857	100815837	64981	+	43	upstream	43	SLC17A8
chr12	101868834	101868998	165	*	X18491	121599	101869199	101880775	11577	+	200	upstream	200	SPIC
chr12	103311325	103311394	70	*	X18508	5053	103232104	103311381	79278	-	0	overlapStart	0	PAH
chr12	103351044	103351148	105	*	X18512	429	103351452	103354294	2843	+	303	upstream	303	ASCL1
chr12	104532576	104532695	120	*	X18538	4801	104510858	104532040	21183	-	535	upstream	535	NFYB
chr12	104697518	104697558	41	*	X18541	493861	104697510	104698982	1473	+	0	inside	7	EID3
chr12	106534155	106534231	77	*	X18604	9891	106457125	106533811	76687	-	343	upstream	343	NUAK1
chr12	106535759	106535953	195	*	X18605	9891	106457125	106533811	76687	-	1947	upstream	1947	NUAK1
chr12	106975785	106975932	148	*	X18611	5992	106976685	107156582	179898	+	752	upstream	752	RFX4
chr12	106976918	106976970	53	*	X18612	5992	106976685	107156582	179898	+	0	inside	232	RFX4
chr12	107381306	107381384	79	*	X18625	80298	107371069	107380944	9876	-	361	upstream	361	MTERF2
chr12	107711319	107711438	120	*	X18632	121551	107712197	108053419	341223	+	758	upstream	758	BTBD11
chr12	108078173	108078235	63	*	X18653	11137	108079590	108106257	26668	+	1354	upstream	1354	PWP1
chr12	108734235	108734239	5	*	X18676	1240	108681821	108733094	51274	-	1140	upstream	1140	CMKLR1
chr12	108991937	108992056	120	*	X18691	338773	108983622	108991894	8273	-	42	upstream	42	TMEM119
chr12	109027997	109028116	120	*	X18695	6404	109015680	109027670	11991	-	326	upstream	326	SELPLG
chr12	109028417	109028521	105	*	X18696	6404	109015680	109027670	11991	-	746	upstream	746	SELPLG
chr12	109252554	109252733	180	*	X18716	1610	109252708	109294710	42003	+	0	overlapStart	0	DAO
chr12	109252554	109252733	180	*	X18716	54434	109176466	109251359	74894	-	1194	upstream	1194	SSH1
chr12	109458483	109458552	70	*	X18718	55530	109304658	109458845	154188	-	0	inside	292	SVOP
chr12	110319624	110319743	120	*	X18764	51228	110288748	110318293	29546	-	1330	upstream	1330	GLTP
chr12	111127533	111127637	105	*	X18779	84329	111065646	111127617	61972	-	0	overlapStart	0	HVCN1
chr12	111284502	111284589	88	*	X18783	160762	111284811	111345338	60528	+	221	upstream	221	CCDC63
chr12	111358401	111358535	135	*	X18787	4633	111348624	111358404	9781	-	0	overlapStart	0	MYL2
chr12	111372976	111373011	36	*	X18789	100131138	111374406	111375250	845	+	1394	upstream	1394	LINC01405
chr12	111374316	111374375	60	*	X18790	100131138	111374406	111375250	845	+	30	upstream	30	LINC01405
chr12	111470465	111470569	105	*	X18791	23316	111471828	111788358	316531	+	1258	upstream	1258	CUX2
chr12	111470975	111471043	69	*	X18792	23316	111471828	111788358	316531	+	784	upstream	784	CUX2
chr12	111841744	111841863	120	*	X18825	10019	111843752	111889427	45676	+	1888	upstream	1888	SH2B3
chr12	111842734	111842770	37	*	X18826	10019	111843752	111889427	45676	+	981	upstream	981	SH2B3
chr12	112124519	112124623	105	*	X18840	8315	112079950	112123790	43841	-	728	upstream	728	BRAP
chr12	112281688	112281762	75	*	X18842	51275	112277573	112280706	3134	-	981	upstream	981	MAPKAPK5-AS1
chr12	113573758	113573850	93	*	X18881	8437	113536624	113574044	37421	-	0	inside	193	RASAL1
chr12	113587714	113587848	135	*	X18883	387885	113587663	113597081	9419	+	0	inside	50	CFAP73
chr12	113587871	113587960	90	*	X18884	387885	113587663	113597081	9419	+	0	inside	207	CFAP73
chr12	113624063	113624182	120	*	X18888	79039	113594978	113623284	28307	-	778	upstream	778	DDX54
chr12	113658403	113658454	52	*	X18890	53373	113659260	113736389	77130	+	805	upstream	805	TPCN1
chr12	113774719	113774729	11	*	X18895	80024	113736571	113772925	36355	-	1793	upstream	1793	SLC8B1
chr12	113909909	113910126	218	*	X18904	64211	113900694	113909877	9184	-	31	upstream	31	LHX5
chr12	113910685	113910834	150	*	X18905	64211	113900694	113909877	9184	-	807	upstream	807	LHX5
chr12	114843893	114844042	150	*	X18966	255480	114846000	114850637	4638	+	1957	upstream	1957	TBX5-AS1
chr12	114846501	114846590	90	*	X18967	6910	114791735	114846247	54513	-	253	upstream	253	TBX5
chr12	115123184	115123498	315	*	X18995	6926	115108059	115121969	13911	-	1214	upstream	1214	TBX3
chr12	115123662	115123766	105	*	X18996	6926	115108059	115121969	13911	-	1692	upstream	1692	TBX3
chr12	116866033	116866137	105	*	X19065	100616309	116866057	116866123	67	-	0	includeFeature	0	MIR4472-2
chr12	116997423	116997542	120	*	X19074	643246	116997186	117014425	17240	+	0	inside	236	MAP1LC3B2
chr12	117537518	117537545	28	*	X19116	54997	117476728	117537251	60524	-	266	upstream	266	TESC
chr12	117538491	117538497	7	*	X19117	54997	117476728	117537251	60524	-	1239	upstream	1239	TESC
chr12	117801412	117801413	2	*	X19128	4842	117645947	117799607	153661	-	1804	upstream	1804	NOS1
chr12	118407262	118407269	8	*	X19149	283455	117890817	118406028	515212	-	1233	upstream	1233	KSR2
chr12	119772321	119772337	17	*	X19195	160777	119772517	119978852	206336	+	179	upstream	179	CCDC60
chr12	120703971	120704075	105	*	X19230	5829	120648242	120703574	55333	-	396	upstream	396	PXN
chr12	120807456	120807569	114	*	X19241	4440	120779133	120806983	27851	-	472	upstream	472	MSI1
chr12	120807735	120808094	360	*	X19242	4440	120779133	120806983	27851	-	751	upstream	751	MSI1
chr12	120808275	120808364	90	*	X19243	4440	120779133	120806983	27851	-	1291	upstream	1291	MSI1
chr12	120808410	120808574	165	*	X19244	4440	120779133	120806983	27851	-	1426	upstream	1426	MSI1
chr12	120808620	120808739	120	*	X19245	4440	120779133	120806983	27851	-	1636	upstream	1636	MSI1
chr12	121570182	121570205	24	*	X19273	5027	121570622	121624354	53733	+	416	upstream	416	P2RX7
chr12	122111111	122111215	105	*	X19299	283385	122089293	122110537	21245	-	573	upstream	573	MORN3
chr12	122232414	122232623	210	*	X19307	54509	122215660	122231594	15935	-	819	upstream	819	RHOF
chr12	122985727	122985846	120	*	X19325	55596	122956146	122985543	29398	-	183	upstream	183	ZCCHC8
chr12	122986882	122986971	90	*	X19326	55596	122956146	122985543	29398	-	1338	upstream	1338	ZCCHC8
chr12	123319544	123319549	6	*	X19329	9026	123319295	123347507	28213	+	0	inside	248	HIP1R
chr12	123464083	123464202	120	*	X19336	51329	123464880	123467460	2581	+	677	upstream	677	ARL6IP4
chr12	123716849	123716953	105	*	X19345	91574	123717844	123742506	24663	+	890	upstream	890	C12orf65
chr12	123718934	123718996	63	*	X19346	10198	123640946	123717658	76713	-	1275	upstream	1275	MPHOSPH9
chr12	123756831	123756935	105	*	X19352	8099	123745517	123756863	11347	-	0	overlapStart	0	CDK2AP1
chr12	123757026	123757130	105	*	X19353	8099	123745517	123756863	11347	-	162	upstream	162	CDK2AP1
chr12	123757236	123757415	180	*	X19354	8099	123745517	123756863	11347	-	372	upstream	372	CDK2AP1
chr12	125052882	125052885	4	*	X19440	9612	124808957	125052010	243054	-	871	upstream	871	NCOR2
chr12	125053222	125053271	50	*	X19441	9612	124808957	125052010	243054	-	1211	upstream	1211	NCOR2
chr12	125053587	125053676	90	*	X19442	9612	124808957	125052010	243054	-	1576	upstream	1576	NCOR2
chr12	125398505	125398669	165	*	X19484	100847004	125400093	125400205	113	+	1423	upstream	1423	MIR5188
chr12	125401177	125401281	105	*	X19485	7316	125396192	125399587	3396	-	1589	upstream	1589	UBC
chr12	131201488	131201579	92	*	X19540	23504	130880681	131200826	320146	-	661	upstream	661	RIMBP2
chr12	131436562	131436696	135	*	X19555	283383	131438452	131626008	187557	+	1755	upstream	1755	ADGRD1
chr12	131437957	131438061	105	*	X19556	283383	131438452	131626008	187557	+	390	upstream	390	ADGRD1
chr12	132312420	132312458	39	*	X19591	4326	132312941	132336316	23376	+	482	upstream	482	MMP17
chr12	132568642	132568657	16	*	X19607	347918	132568828	132613429	44602	+	170	upstream	170	EP400P1
chr12	132627556	132627765	210	*	X19608	79050	132628993	132636986	7994	+	1227	upstream	1227	NOC4L
chr12	132850700	132850981	282	*	X19611	100130238	132851977	132857486	5510	+	995	upstream	995	LOC100130238
chr12	133194577	133194696	120	*	X19648	22953	133195403	133198972	3570	+	706	upstream	706	P2RX2
chr12	133194757	133194846	90	*	X19649	22953	133195403	133198972	3570	+	556	upstream	556	P2RX2
chr12	133265755	133265843	89	*	X19650	5426	133200348	133263945	63598	-	1809	upstream	1809	POLE
chr13	20767653	20767757	105	*	X19663	2706	20761604	20767114	5511	-	538	upstream	538	GJB2
chr13	20767833	20767952	120	*	X19664	2706	20761604	20767114	5511	-	718	upstream	718	GJB2
chr13	20768240	20768342	103	*	X19665	2706	20761604	20767114	5511	-	1125	upstream	1125	GJB2
chr13	20768763	20768882	120	*	X19666	2706	20761604	20767114	5511	-	1648	upstream	1648	GJB2
chr13	21101354	21101406	53	*	X19675	51084	20977806	21100012	122207	-	1341	upstream	1341	CRYL1
chr13	21748716	21748790	75	*	X19693	78988	21750372	21753220	2849	+	1581	upstream	1581	MRPL57
chr13	24736112	24736201	90	*	X19753	100313842	24736555	24736643	89	+	353	upstream	353	MIR2276
chr13	25087516	25087560	45	*	X19762	143	24995069	25086948	91880	-	567	upstream	567	PARP4
chr13	25945875	25945903	29	*	X19784	51761	25946209	26595420	649212	+	305	upstream	305	ATP8A2
chr13	27844071	27844175	105	*	X19862	387496	27844464	27847827	3364	+	288	upstream	288	RASL11A
chr13	28364789	28364851	63	*	X19882	219409	28366780	28368089	1310	+	1928	upstream	1928	GSX1
chr13	28364942	28365046	105	*	X19883	219409	28366780	28368089	1310	+	1733	upstream	1733	GSX1
chr13	28366393	28366497	105	*	X19884	219409	28366780	28368089	1310	+	282	upstream	282	GSX1
chr13	28492119	28492268	150	*	X19896	3651	28494168	28500451	6284	+	1899	upstream	1899	PDX1
chr13	28543360	28543361	2	*	X19907	1045	28536205	28543505	7301	-	0	inside	143	CDX2
chr13	28545324	28545443	120	*	X19908	1045	28536205	28543505	7301	-	1818	upstream	1818	CDX2
chr13	29293607	29293647	41	*	X19935	283537	29274218	29293150	18933	-	456	upstream	456	SLC46A3
chr13	30424977	30424986	10	*	X19950	5412	30338545	30424820	86276	-	156	upstream	156	UBL3
chr13	33002536	33002601	66	*	X20009	90634	32974860	33002315	27456	-	220	upstream	220	N4BP2L1
chr13	33113695	33113709	15	*	X20010	10443	33006930	33112936	106007	-	758	upstream	758	N4BP2L2
chr13	35515811	35515886	76	*	X20045	26960	35516424	36246874	730451	+	537	upstream	537	NBEA
chr13	36871668	36871712	45	*	X20062	100526761	36742345	36871992	129648	-	0	inside	279	CCDC169-SOHLH2
chr13	36871668	36871712	45	*	X20062	728591	36801179	36871992	70814	-	0	inside	279	CCDC169
chr13	36872748	36872867	120	*	X20063	100526761	36742345	36871992	129648	-	755	upstream	755	CCDC169-SOHLH2
chr13	36872748	36872867	120	*	X20063	728591	36801179	36871992	70814	-	755	upstream	755	CCDC169
chr13	37005449	37005528	80	*	X20073	8900	37005657	37017019	11363	+	128	upstream	128	CCNA1
chr13	37247791	37247793	3	*	X20079	400120	37248049	37271975	23927	+	255	upstream	255	SERTM1
chr13	40178039	40178073	35	*	X20107	10186	39917029	40177356	260328	-	682	upstream	682	LHFPL6
chr13	41055197	41055316	120	*	X20125	646982	40921271	41055143	133873	-	53	upstream	53	LINC00598
chr13	41241829	41241948	120	*	X20145	2308	41048131	41240734	192604	-	1094	upstream	1094	FOXO1
chr13	41242463	41242597	135	*	X20146	2308	41048131	41240734	192604	-	1728	upstream	1728	FOXO1
chr13	43566458	43566489	32	*	X20188	94240	43460524	43566407	105884	-	50	upstream	50	EPSTI1
chr13	44361829	44361931	103	*	X20205	55068	43787666	44361116	573451	-	712	upstream	712	ENOX1
chr13	44454544	44454560	17	*	X20207	160857	44410489	44453826	43338	-	717	upstream	717	CCDC122
chr13	44946823	44946927	105	*	X20219	387923	44947978	44971850	23873	+	1050	upstream	1050	SERP2
chr13	44947151	44947270	120	*	X20220	387923	44947978	44971850	23873	+	707	upstream	707	SERP2
chr13	47125962	47126081	120	*	X20268	23143	47127296	47327175	199880	+	1214	upstream	1214	LRCH1
chr13	50160204	50160229	26	*	X20318	55213	50106082	50159719	53638	-	484	upstream	484	RCBTB1
chr13	50267263	50267326	64	*	X20323	84650	50234810	50265623	30814	-	1639	upstream	1639	EBPL
chr13	50267363	50267382	20	*	X20324	84650	50234810	50265623	30814	-	1739	upstream	1739	EBPL
chr13	51486492	51486581	90	*	X20345	100874255	51456515	51484848	28334	-	1643	upstream	1643	RNASEH2B-AS1
chr13	51748474	51748593	120	*	X20351	647166	51658151	51746524	88374	-	1949	upstream	1949	C13orf42
chr13	52703655	52703719	65	*	X20391	341676	52638900	52703214	64315	-	440	upstream	440	NEK5
chr13	53314282	53314386	105	*	X20397	11061	53277400	53313947	36548	-	334	upstream	334	CNMD
chr13	53383541	53383690	150	*	X20398	100313778	53384185	53384275	91	+	494	upstream	494	MIR759
chr13	53423061	53423180	120	*	X20404	5100	53418109	53422775	4667	-	285	upstream	285	PCDH8
chr13	58205049	58205153	105	*	X20461	27253	58205789	58303065	97277	+	635	upstream	635	PCDH17
chr13	71589250	71589277	28	*	X20527	100885781	71589273	71742549	153277	+	0	overlapStart	0	LINC00348
chr13	72443231	72443320	90	*	X20534	1602	72012098	72441330	429233	-	1900	upstream	1900	DACH1
chr13	79179327	79179446	120	*	X20605	5457	79173230	79177695	4466	-	1631	upstream	1631	POU4F1
chr13	80916395	80916444	50	*	X20625	10253	80910112	80915086	4975	-	1308	upstream	1308	SPRY2
chr13	84457948	84458052	105	*	X20647	114798	84451343	84456528	5186	-	1419	upstream	1419	SLITRK1
chr13	95249564	95249597	34	*	X20718	23483	95226308	95248511	22204	-	1052	upstream	1052	TGDS
chr13	96186021	96186230	210	*	X20741	100874194	96131698	96186164	54467	-	0	overlapStart	0	CLDN10-AS1
chr13	96328682	96328768	87	*	X20742	5611	96329393	96447243	117851	+	624	upstream	624	DNAJC3
chr13	98794170	98794274	105	*	X20778	10160	98794816	99102023	307208	+	541	upstream	541	FARP1
chr13	98859888	98859920	33	*	X20785	100422881	98860778	98860854	77	+	857	upstream	857	MIR3170
chr13	100257901	100257990	90	*	X20877	171425	100258919	100549388	290470	+	928	upstream	928	CLYBL
chr13	100624807	100624941	135	*	X20917	85416	100615275	100624178	8904	-	628	upstream	628	ZIC5
chr13	101134737	101134739	3	*	X20944	100885777	101116691	101133269	16579	-	1467	upstream	1467	PCCA-AS1
chr13	102103508	102103627	120	*	X20966	9358	102104944	102373207	268264	+	1316	upstream	1316	ITGBL1
chr13	103054868	103054986	119	*	X20978	2259	102373205	103054124	680920	-	743	upstream	743	FGF14
chr13	103427618	103427670	53	*	X20988	93081	103418463	103426149	7687	-	1468	upstream	1468	TEX30
chr13	103720565	103720669	105	*	X20991	6555	103696348	103719196	22849	-	1368	upstream	1368	SLC10A2
chr13	106359059	106359148	90	*	X21005	144920	106359218	106414143	54926	+	69	upstream	69	LINC00343
chr13	107222298	107222417	120	*	X21023	55082	107195662	107220514	24853	-	1783	upstream	1783	ARGLU1
chr13	110961282	110961311	30	*	X21101	1282	110801310	110959496	158187	-	1785	upstream	1785	COL4A1
chr13	113812560	113812560	1	*	X21259	8858	113812968	113826698	13731	+	407	upstream	407	PROZ
chr13	114019000	114019060	61	*	X21265	79774	113978505	114018463	39959	-	536	upstream	536	GRTP1
chr13	114565240	114565247	8	*	X21296	100506394	114567150	114569805	2656	+	1902	upstream	1902	GAS6-DT
chr13	114565818	114565840	23	*	X21297	100506394	114567150	114569805	2656	+	1309	upstream	1309	GAS6-DT
chr14	20904178	20904252	75	*	X21324	123103	20896970	20903801	6832	-	376	upstream	376	KLHL33
chr14	20904373	20904492	120	*	X21325	123103	20896970	20903801	6832	-	571	upstream	571	KLHL33
chr14	21272284	21272343	60	*	X21342	6035	21269515	21271036	1522	-	1247	upstream	1247	RNASE1
chr14	21467369	21467488	120	*	X21345	29986	21467414	21470034	2621	+	0	overlapStart	0	SLC39A2
chr14	21539920	21539944	25	*	X21353	57447	21484922	21539031	54110	-	888	upstream	888	NDRG2
chr14	21573338	21573412	75	*	X21363	51222	21558205	21572863	14659	-	474	upstream	474	ZNF219
chr14	21945869	21945883	15	*	X21370	84932	21927179	21945132	17954	-	736	upstream	736	RAB2B
chr14	23058712	23058761	50	*	X21387	1603	23033807	23058143	24337	-	568	upstream	568	DAD1
chr14	23289118	23289222	105	*	X21395	9056	23242432	23289020	46589	-	97	upstream	97	SLC7A7
chr14	23305318	23305482	165	*	X21397	4323	23305793	23316803	11011	+	310	upstream	310	MMP14
chr14	23339743	23339862	120	*	X21406	26020	23340960	23349586	8627	+	1097	upstream	1097	LRP10
chr14	23351599	23351673	75	*	X21408	161253	23352432	23356889	4458	+	758	upstream	758	REM2
chr14	23352304	23352468	165	*	X21409	161253	23352432	23356889	4458	+	0	overlapStart	0	REM2
chr14	23427030	23427124	95	*	X21414	54930	23415437	23426357	10921	-	672	upstream	672	HAUS4
chr14	23427030	23427124	95	*	X21414	100616424	23426159	23426238	80	-	791	upstream	791	MIR4707
chr14	23479327	23479355	29	*	X21418	60686	23456110	23479360	23251	-	0	inside	4	C14orf93
chr14	23479535	23479536	2	*	X21419	60686	23456110	23479360	23251	-	174	upstream	174	C14orf93
chr14	23589717	23589821	105	*	X21437	1053	23586515	23588820	2306	-	896	upstream	896	CEBPE
chr14	23653289	23653423	135	*	X21446	23428	23594504	23652869	58366	-	419	upstream	419	SLC7A8
chr14	23771856	23771894	39	*	X21454	90673	23765130	23772057	6928	-	0	inside	162	PPP1R3E
chr14	23822254	23822289	36	*	X21461	51310	23815527	23822080	6554	-	173	upstream	173	SLC22A17
chr14	23858245	23858379	135	*	X21465	406990	23857805	23857875	71	-	369	upstream	369	MIR208A
chr14	23858472	23858621	150	*	X21466	406990	23857805	23857875	71	-	596	upstream	596	MIR208A
chr14	23859010	23859144	135	*	X21467	406990	23857805	23857875	71	-	1134	upstream	1134	MIR208A
chr14	23981062	23981181	120	*	X21480	79178	23980969	24028790	47822	+	0	inside	92	THTPA
chr14	24037493	24037627	135	*	X21502	8906	24028777	24037279	8503	-	213	upstream	213	AP1G2
chr14	24038018	24038152	135	*	X21503	8906	24028777	24037279	8503	-	738	upstream	738	AP1G2
chr14	24047714	24047771	58	*	X21508	84502	24037244	24048009	10766	-	0	inside	237	JPH4
chr14	24047817	24047966	150	*	X21509	84502	24037244	24048009	10766	-	0	inside	42	JPH4
chr14	24048027	24048401	375	*	X21510	84502	24037244	24048009	10766	-	17	upstream	17	JPH4
chr14	24585251	24585355	105	*	X21518	4901	24549316	24584223	34908	-	1027	upstream	1027	NRL
chr14	24615311	24615400	90	*	X21525	55072	24616096	24635774	19679	+	695	upstream	695	RNF31
chr14	24615782	24615811	30	*	X21526	55072	24616096	24635774	19679	+	284	upstream	284	RNF31
chr14	24615782	24615811	30	*	X21526	5721	24612574	24615855	3282	-	0	inside	43	PSME2
chr14	24700687	24700791	105	*	X21530	51292	24701648	24708447	6800	+	856	upstream	856	GMPR2
chr14	24702802	24702906	105	*	X21531	100528064	24682615	24701576	18962	-	1225	upstream	1225	NEDD8-MDP1
chr14	24702802	24702906	105	*	X21531	4738	24686057	24701576	15520	-	1225	upstream	1225	NEDD8
chr14	24769846	24769965	120	*	X21532	115817	24759804	24769039	9236	-	806	upstream	806	DHRS1
chr14	24779086	24779151	66	*	X21534	56413	24779357	24781259	1903	+	205	upstream	205	LTB4R2
chr14	24779086	24779151	66	*	X21534	1241	24780705	24787242	6538	+	1553	upstream	1553	LTB4R
chr14	24804315	24804323	9	*	X21536	196883	24787555	24804277	16723	-	37	upstream	37	ADCY4
chr14	24804496	24804615	120	*	X21537	196883	24787555	24804277	16723	-	218	upstream	218	ADCY4
chr14	24805014	24805223	210	*	X21538	196883	24787555	24804277	16723	-	736	upstream	736	ADCY4
chr14	24805651	24805755	105	*	X21539	196883	24787555	24804277	16723	-	1373	upstream	1373	ADCY4
chr14	24835036	24835225	190	*	X21540	4776	24836145	24848810	12666	+	919	upstream	919	NFATC4
chr14	24835516	24835650	135	*	X21541	4776	24836145	24848810	12666	+	494	upstream	494	NFATC4
chr14	24867031	24867120	90	*	X21548	57523	24867992	24888494	20503	+	871	upstream	871	NYNRIN
chr14	24867822	24867822	1	*	X21549	57523	24867992	24888494	20503	+	169	upstream	169	NYNRIN
chr14	24896819	24896906	88	*	X21554	23351	24898492	24910547	12056	+	1585	upstream	1585	KHNYN
chr14	24898730	24898834	105	*	X21555	23351	24898492	24910547	12056	+	0	inside	237	KHNYN
chr14	24898730	24898834	105	*	X21555	643866	24895740	24898731	2992	-	0	overlapStart	0	CBLN3
chr14	29241912	29242001	90	*	X21586	387978	29241910	29264000	22091	+	0	inside	1	LINC01551
chr14	31496288	31496407	120	*	X21609	29966	31363005	31495607	132603	-	680	upstream	680	STRN3
chr14	34932004	34932123	120	*	X21647	171546	34902144	34931468	29325	-	535	upstream	535	SPTSSA
chr14	36538752	36538830	79	*	X21670	101101773	36539633	36634494	94862	+	802	upstream	802	LINC00609
chr14	36991409	36991498	90	*	X21689	7080	36985604	36989430	3827	-	1978	upstream	1978	NKX2-1
chr14	37052151	37052213	63	*	X21696	26257	37049216	37051786	2571	-	364	upstream	364	NKX2-8
chr14	37126094	37126273	180	*	X21697	5083	37126773	37147011	20239	+	499	upstream	499	PAX9
chr14	37126586	37126705	120	*	X21698	5083	37126773	37147011	20239	+	67	upstream	67	PAX9
chr14	38677079	38677132	54	*	X21734	6751	38677204	38682268	5065	+	71	upstream	71	SSTR1
chr14	38677163	38677297	135	*	X21735	6751	38677204	38682268	5065	+	0	overlapStart	0	SSTR1
chr14	39640699	39640752	54	*	X21745	122553	39617015	39639634	22620	-	1064	upstream	1064	TRAPPC6B
chr14	42076503	42076579	77	*	X21764	145581	42076764	42373752	296989	+	184	upstream	184	LRFN5
chr14	45429830	45429905	76	*	X21777	23116	45431416	45543634	112219	+	1510	upstream	1510	TOGARAM1
chr14	50157767	50157886	120	*	X21802	122773	50159823	50219870	60048	+	1936	upstream	1936	KLHDC1
chr14	50158307	50158368	62	*	X21803	122773	50159823	50219870	60048	+	1454	upstream	1454	KLHDC1
chr14	50158475	50158546	72	*	X21804	122773	50159823	50219870	60048	+	1276	upstream	1276	KLHDC1
chr14	51338407	51338541	135	*	X21835	145447	51338878	51371688	32811	+	336	upstream	336	ABHD12B
chr14	51562943	51563107	165	*	X21848	114088	51441981	51562422	120442	-	520	upstream	520	TRIM9
chr14	52313736	52313825	90	*	X21856	54331	52313952	52436518	122567	+	126	upstream	126	GNG2
chr14	52314111	52314170	60	*	X21857	54331	52313952	52436518	122567	+	0	inside	158	GNG2
chr14	53173127	53173261	135	*	X21870	5706	53173896	53194716	20821	+	634	upstream	634	PSMC6
chr14	53173757	53173762	6	*	X21871	5706	53173896	53194716	20821	+	133	upstream	133	PSMC6
chr14	54415484	54415633	150	*	X21901	100847076	54415145	54415202	58	-	281	upstream	281	MIR5580
chr14	54956154	54956213	60	*	X21916	2764	54941209	54955744	14536	-	409	upstream	409	GMFB
chr14	56048599	56048718	120	*	X21938	100129075	56024690	56046810	22121	-	1788	upstream	1788	KTN1-AS1
chr14	56584320	56584345	26	*	X21949	57161	56585093	56768031	182939	+	747	upstream	747	PELI2
chr14	57279055	57279092	38	*	X21975	5015	57267425	57277194	9770	-	1860	upstream	1860	OTX2
chr14	57856945	57856984	40	*	X22000	122830	57857271	57879466	22196	+	286	upstream	286	NAA30
chr14	58334274	58334287	14	*	X22002	341880	58030640	58332592	301953	-	1681	upstream	1681	SLC35F4
chr14	58665839	58665928	90	*	X22009	55860	58666833	58702353	35521	+	904	upstream	904	ACTR10
chr14	58763294	58763398	105	*	X22013	5926	58765222	58840451	75230	+	1823	upstream	1823	ARID4A
chr14	59932363	59932467	105	*	X22027	64582	59930240	59932059	1820	-	303	upstream	303	GPR135
chr14	61116539	61116571	33	*	X22047	6495	61111417	61116155	4739	-	383	upstream	383	SIX1
chr14	61116731	61116835	105	*	X22048	6495	61111417	61116155	4739	-	575	upstream	575	SIX1
chr14	61191171	61191216	46	*	X22054	51804	61176256	61191039	14784	-	131	upstream	131	SIX4
chr14	62215842	62215934	93	*	X22089	100750247	62213757	62215807	2051	-	34	upstream	34	HIF1A-AS2
chr14	64011131	64011160	30	*	X22114	5529	63841355	64010079	168725	-	1051	upstream	1051	PPP2R5E
chr14	64972147	64972185	39	*	X22125	7597	64915824	64971931	56108	-	215	upstream	215	ZBTB25
chr14	65015779	65015898	120	*	X22126	145376	65016620	65056096	39477	+	721	upstream	721	PPP1R36
chr14	65439411	65439545	135	*	X22159	376267	65412532	65438875	26344	-	535	upstream	535	RAB15
chr14	65802714	65802848	135	*	X22175	100616176	65801836	65801901	66	-	812	upstream	812	MIR4708
chr14	69621908	69621997	90	*	X22307	8816	69517637	69619914	102278	-	1993	upstream	1993	DCAF5
chr14	70077701	70077820	120	*	X22324	9766	70078310	70181861	103552	+	489	upstream	489	SUSD6
chr14	70884521	70884610	90	*	X22352	100529257	70791798	70883807	92010	-	713	upstream	713	SYNJ2BP-COX16
chr14	70884521	70884610	90	*	X22352	55333	70833213	70883807	50595	-	713	upstream	713	SYNJ2BP
chr14	71107611	71107685	75	*	X22353	23508	71108504	71142077	33574	+	818	upstream	818	TTC9
chr14	71277463	71277582	120	*	X22365	4293	71194854	71275888	81035	-	1574	upstream	1574	MAP3K9
chr14	72397968	72397993	26	*	X22387	9628	72398817	73033238	634422	+	823	upstream	823	RGS6
chr14	73362026	73362145	120	*	X22427	8110	73086004	73360809	274806	-	1216	upstream	1216	DPF3
chr14	73391989	73392000	12	*	X22428	26094	73393040	73426357	33318	+	1039	upstream	1039	DCAF4
chr14	73702713	73702832	120	*	X22436	89932	73704205	73741347	37143	+	1372	upstream	1372	PAPLN
chr14	73703587	73703841	255	*	X22437	89932	73704205	73741347	37143	+	363	upstream	363	PAPLN
chr14	74111340	74111420	81	*	X22451	83544	74111578	74170431	58854	+	157	upstream	157	DNAL1
chr14	74225101	74225184	84	*	X22464	100616158	74225450	74225522	73	+	265	upstream	265	MIR4505
chr14	74254338	74254375	38	*	X22469	91748	74181825	74253896	72072	-	441	upstream	441	MIDEAS
chr14	74893325	74893459	135	*	X22492	646658	74872596	74892805	20210	-	519	upstream	519	SYNDIG1L
chr14	75348136	75348255	120	*	X22512	1743	75348594	75370450	21857	+	338	upstream	338	DLST
chr14	75390257	75390285	29	*	X22513	83694	75370657	75389958	19302	-	298	upstream	298	RPS6KL1
chr14	75390494	75390500	7	*	X22514	83694	75370657	75389958	19302	-	535	upstream	535	RPS6KL1
